CD_MUN,MUN,AREA_KM2,16,21,22,29,30,35,45,50,55,80,vencedor_votacao,total,% VOTACAO,vencedor,% 16,% 21,% 22,% 29,% 30,% 35,% 45,% 50,% 55,% 80
3100104,ABADIA DOS DOURADOS - MG,880.461,1,2,156,0,2503,9,17,9,1298,5,2503,4000,62.58,30,0.03,0.05,3.90,0.00,62.58,0.22,0.43,0.22,32.45,0.12
3100203,ABAETÉ - MG,1817.067,9,8,682,0,7778,22,198,27,3546,14,7778,12284,63.32,30,0.07,0.07,5.55,0.00,63.32,0.18,1.61,0.22,28.87,0.11
3100302,ABRE CAMPO - MG,470.551,12,8,410,0,3316,13,191,22,3648,13,3648,7633,47.79,55,0.16,0.10,5.37,0.00,43.44,0.17,2.50,0.29,47.79,0.17
3100401,ACAIACA - MG,101.886,1,2,93,0,847,0,16,5,1203,1,1203,2168,55.49,55,0.05,0.09,4.29,0.00,39.07,0.00,0.74,0.23,55.49,0.05
3100500,AÇUCENA - MG,815.422,7,5,261,0,1943,10,146,1,2140,5,2140,4518,47.37,55,0.15,0.11,5.78,0.00,43.01,0.22,3.23,0.02,47.37,0.11
3100609,ÁGUA BOA - MG,1320.344,0,6,387,0,2983,13,25,6,3351,6,3351,6777,49.45,55,0.00,0.09,5.71,0.00,44.02,0.19,0.37,0.09,49.45,0.09
3100708,ÁGUA COMPRIDA - MG,492.167,5,1,102,0,1029,26,2,1,367,3,1029,1536,66.99,30,0.33,0.07,6.64,0.00,66.99,1.69,0.13,0.07,23.89,0.20
3100807,AGUANIL - MG,232.091,3,1,117,0,1745,6,7,5,671,8,1745,2563,68.08,30,0.12,0.04,4.56,0.00,68.08,0.23,0.27,0.20,26.18,0.31
3100906,ÁGUAS FORMOSAS - MG,820.0789999999998,1,4,389,0,5371,13,91,18,3985,12,5371,9884,54.34,30,0.01,0.04,3.94,0.00,54.34,0.13,0.92,0.18,40.32,0.12
3101003,ÁGUAS VERMELHAS - MG,1256.607,1,9,214,0,3061,48,22,2,2598,1,3061,5956,51.39,30,0.02,0.15,3.59,0.00,51.39,0.81,0.37,0.03,43.62,0.02
3101102,AIMORÉS - MG,1348.913,4,8,944,0,7393,36,27,38,3992,10,7393,12452,59.37,30,0.03,0.06,7.58,0.00,59.37,0.29,0.22,0.31,32.06,0.08
3101201,AIURUOCA - MG,649.68,4,5,167,0,2103,3,44,15,909,5,2103,3255,64.61,30,0.12,0.15,5.13,0.00,64.61,0.09,1.35,0.46,27.93,0.15
3101300,ALAGOA - MG,161.356,0,2,71,0,1423,0,6,5,232,0,1423,1739,81.83,30,0.00,0.12,4.08,0.00,81.83,0.00,0.35,0.29,13.34,0.00
3101409,ALBERTINA - MG,58.01,0,2,161,0,1640,0,13,2,196,1,1640,2015,81.39,30,0.00,0.10,7.99,0.00,81.39,0.00,0.65,0.10,9.73,0.05
3101508,ALÉM PARAÍBA - MG,510.25,9,26,767,0,11987,20,227,77,5616,28,11987,18757,63.91,30,0.05,0.14,4.09,0.00,63.91,0.11,1.21,0.41,29.94,0.15
3101607,ALFENAS - MG,850.446,35,81,2498,0,27012,62,145,266,10596,84,27012,40779,66.24,30,0.09,0.20,6.13,0.00,66.24,0.15,0.36,0.65,25.98,0.21
3101631,ALFREDO VASCONCELOS - MG,130.815,1,6,205,0,2358,8,15,8,1380,5,2358,3986,59.16,30,0.03,0.15,5.14,0.00,59.16,0.20,0.38,0.20,34.62,0.13
3101706,ALMENARA - MG,2294.426,10,8,1372,0,5996,24,91,29,11674,8,11674,19212,60.76,55,0.05,0.04,7.14,0.00,31.21,0.12,0.47,0.15,60.76,0.04
3101805,ALPERCATA - MG,166.972,2,0,307,0,1961,6,19,7,1692,0,1961,3994,49.10,30,0.05,0.00,7.69,0.00,49.10,0.15,0.48,0.18,42.36,0.00
3101904,ALPINÓPOLIS - MG,460.685,6,5,659,0,7349,17,56,32,2706,18,7349,10848,67.75,30,0.06,0.05,6.07,0.00,67.75,0.16,0.52,0.29,24.94,0.17
3102001,ALTEROSA - MG,362.01,6,4,392,0,5721,4,21,11,2366,6,5721,8531,67.06,30,0.07,0.05,4.60,0.00,67.06,0.05,0.25,0.13,27.73,0.07
3102050,ALTO CAPARAÓ - MG,103.69,0,2,223,0,2406,2,15,10,695,2,2406,3355,71.71,30,0.00,0.06,6.65,0.00,71.71,0.06,0.45,0.30,20.72,0.06
3102100,ALTO RIO DOCE - MG,518.053,4,4,202,0,3531,8,26,29,2427,7,3531,6238,56.60,30,0.06,0.06,3.24,0.00,56.60,0.13,0.42,0.46,38.91,0.11
3102209,ALVARENGA - MG,278.175,1,0,180,0,1330,0,10,4,1593,5,1593,3123,51.01,55,0.03,0.00,5.76,0.00,42.59,0.00,0.32,0.13,51.01,0.16
3102308,ALVINÓPOLIS - MG,599.443,4,10,235,0,3687,9,82,17,4530,5,4530,8579,52.80,55,0.05,0.12,2.74,0.00,42.98,0.10,0.96,0.20,52.80,0.06
3102407,ALVORADA DE MINAS - MG,374.008,2,0,88,0,1173,2,52,9,1221,1,1221,2548,47.92,55,0.08,0.00,3.45,0.00,46.04,0.08,2.04,0.35,47.92,0.04
3102506,AMPARO DO SERRA - MG,136.186,1,2,87,0,989,2,9,3,1990,1,1990,3084,64.53,55,0.03,0.06,2.82,0.00,32.07,0.06,0.29,0.10,64.53,0.03
3102605,ANDRADAS - MG,469.396,11,25,1147,0,15693,24,88,76,2923,19,15693,20006,78.44,30,0.05,0.12,5.73,0.00,78.44,0.12,0.44,0.38,14.61,0.09
3102704,CACHOEIRA DE PAJEÚ - MG,695.672,1,1,677,0,1575,7,10,6,2020,3,2020,4300,46.98,55,0.02,0.02,15.74,0.00,36.63,0.16,0.23,0.14,46.98,0.07
3102803,ANDRELÂNDIA - MG,1005.285,1,3,257,0,3555,11,111,14,2102,5,3555,6059,58.67,30,0.02,0.05,4.24,0.00,58.67,0.18,1.83,0.23,34.69,0.08
3102852,ANGELÂNDIA - MG,185.211,1,6,188,0,2736,6,11,10,1112,3,2736,4073,67.17,30,0.02,0.15,4.62,0.00,67.17,0.15,0.27,0.25,27.30,0.07
3102902,ANTÔNIO CARLOS - MG,529.915,4,5,275,0,3386,12,47,22,2308,8,3386,6067,55.81,30,0.07,0.08,4.53,0.00,55.81,0.20,0.77,0.36,38.04,0.13
3103009,ANTÔNIO DIAS - MG,787.061,2,3,289,0,3077,16,26,10,2306,9,3077,5738,53.62,30,0.03,0.05,5.04,0.00,53.62,0.28,0.45,0.17,40.19,0.16
3103108,ANTÔNIO PRADO DE MINAS - MG,83.802,0,1,47,0,889,1,10,5,405,0,889,1358,65.46,30,0.00,0.07,3.46,0.00,65.46,0.07,0.74,0.37,29.82,0.00
3103207,ARAÇAÍ - MG,187.538,6,1,84,0,880,1,3,2,695,1,880,1673,52.60,30,0.36,0.06,5.02,0.00,52.60,0.06,0.18,0.12,41.54,0.06
3103306,ARACITABA - MG,106.608,1,1,55,0,1205,2,10,7,451,1,1205,1733,69.53,30,0.06,0.06,3.17,0.00,69.53,0.12,0.58,0.40,26.02,0.06
3103405,ARAÇUAÍ - MG,2236.279,10,7,970,0,6123,13,66,28,8885,8,8885,16110,55.15,55,0.06,0.04,6.02,0.00,38.01,0.08,0.41,0.17,55.15,0.05
3103504,ARAGUARI - MG,2729.777,50,69,3768,0,44795,106,231,283,11653,112,44795,61067,73.35,30,0.08,0.11,6.17,0.00,73.35,0.17,0.38,0.46,19.08,0.18
3103603,ARANTINA - MG,89.42,0,4,43,0,809,4,23,7,919,0,919,1809,50.80,55,0.00,0.22,2.38,0.00,44.72,0.22,1.27,0.39,50.80,0.00
3103702,ARAPONGA - MG,303.793,8,1,184,0,1406,6,44,14,2525,4,2525,4192,60.23,55,0.19,0.02,4.39,0.00,33.54,0.14,1.05,0.33,60.23,0.10
3103751,ARAPORÃ - MG,294.354,6,0,175,0,3385,0,13,10,823,2,3385,4414,76.69,30,0.14,0.00,3.96,0.00,76.69,0.00,0.29,0.23,18.65,0.05
3103801,ARAPUÁ - MG,173.894,4,6,138,0,1521,3,10,4,469,0,1521,2155,70.58,30,0.19,0.28,6.40,0.00,70.58,0.14,0.46,0.19,21.76,0.00
3103900,ARAÚJOS - MG,245.522,9,4,179,0,3604,1,7,8,841,4,3604,4657,77.39,30,0.19,0.09,3.84,0.00,77.39,0.02,0.15,0.17,18.06,0.09
3104007,ARAXÁ - MG,1164.062,22,50,1281,0,48341,43,123,157,6236,64,48341,56317,85.84,30,0.04,0.09,2.27,0.00,85.84,0.08,0.22,0.28,11.07,0.11
3104106,ARCEBURGO - MG,162.875,3,10,241,0,3416,8,27,19,1077,13,3416,4814,70.96,30,0.06,0.21,5.01,0.00,70.96,0.17,0.56,0.39,22.37,0.27
3104205,ARCOS - MG,509.873,18,27,1099,0,16375,20,51,37,4417,27,16375,22071,74.19,30,0.08,0.12,4.98,0.00,74.19,0.09,0.23,0.17,20.01,0.12
3104304,AREADO - MG,283.124,13,4,400,0,5966,8,17,34,1514,8,5966,7964,74.91,30,0.16,0.05,5.02,0.00,74.91,0.10,0.21,0.43,19.01,0.10
3104403,ARGIRITA - MG,159.378,0,1,64,0,1336,2,85,5,582,2,1336,2077,64.32,30,0.00,0.05,3.08,0.00,64.32,0.10,4.09,0.24,28.02,0.10
3104452,ARICANDUVA - MG,243.329,2,2,120,0,1585,2,4,10,1140,6,1585,2871,55.21,30,0.07,0.07,4.18,0.00,55.21,0.07,0.14,0.35,39.71,0.21
3104502,ARINOS - MG,5279.419,2,7,415,0,4387,14,28,22,3645,8,4387,8528,51.44,30,0.02,0.08,4.87,0.00,51.44,0.16,0.33,0.26,42.74,0.09
3104601,ASTOLFO DUTRA - MG,158.891,3,2,408,0,4971,12,33,24,2229,0,4971,7682,64.71,30,0.04,0.03,5.31,0.00,64.71,0.16,0.43,0.31,29.02,0.00
3104700,ATALÉIA - MG,1836.925,5,4,242,0,3001,15,17,9,3382,8,3382,6683,50.61,55,0.07,0.06,3.62,0.00,44.90,0.22,0.25,0.13,50.61,0.12
3104809,AUGUSTO DE LIMA - MG,1254.832,3,2,270,0,1095,2,17,5,1170,3,1170,2567,45.58,55,0.12,0.08,10.52,0.00,42.66,0.08,0.66,0.19,45.58,0.12
3104908,BAEPENDI - MG,750.5539999999999,3,7,1107,0,6716,27,186,40,2452,6,6716,10544,63.69,30,0.03,0.07,10.50,0.00,63.69,0.26,1.76,0.38,23.25,0.06
3105004,BALDIM - MG,556.266,11,2,362,0,2210,6,28,6,2264,2,2264,4891,46.29,55,0.22,0.04,7.40,0.00,45.19,0.12,0.57,0.12,46.29,0.04
3105103,BAMBUÍ - MG,1455.819,6,8,450,0,7917,20,66,30,3843,19,7917,12359,64.06,30,0.05,0.06,3.64,0.00,64.06,0.16,0.53,0.24,31.09,0.15
3105202,BANDEIRA - MG,483.789,4,2,68,0,1562,5,10,2,1063,0,1562,2716,57.51,30,0.15,0.07,2.50,0.00,57.51,0.18,0.37,0.07,39.14,0.00
3105301,BANDEIRA DO SUL - MG,47.266,1,6,153,0,2759,4,13,13,650,4,2759,3603,76.58,30,0.03,0.17,4.25,0.00,76.58,0.11,0.36,0.36,18.04,0.11
3105400,BARÃO DE COCAIS - MG,340.14,32,23,1051,0,7640,25,75,46,6997,15,7640,15904,48.04,30,0.20,0.14,6.61,0.00,48.04,0.16,0.47,0.29,44.00,0.09
3105509,BARÃO DE MONTE ALTO - MG,198.313,0,3,218,0,1576,2,43,11,1870,3,1870,3726,50.19,55,0.00,0.08,5.85,0.00,42.30,0.05,1.15,0.30,50.19,0.08
3105608,BARBACENA - MG,759.186,69,77,4614,0,36103,220,300,313,22529,91,36103,64316,56.13,30,0.11,0.12,7.17,0.00,56.13,0.34,0.47,0.49,35.03,0.14
3105707,BARRA LONGA - MG,383.628,1,1,86,0,1247,0,28,6,2177,1,2177,3547,61.38,55,0.03,0.03,2.42,0.00,35.16,0.00,0.79,0.17,61.38,0.03
3105905,BARROSO - MG,82.06999999999998,12,12,374,0,7082,19,35,49,3403,12,7082,10998,64.39,30,0.11,0.11,3.40,0.00,64.39,0.17,0.32,0.45,30.94,0.11
3106002,BELA VISTA DE MINAS - MG,109.143,3,11,266,0,2198,5,32,21,2965,11,2965,5512,53.79,55,0.05,0.20,4.83,0.00,39.88,0.09,0.58,0.38,53.79,0.20
3106101,BELMIRO BRAGA - MG,393.086,1,0,87,0,1428,2,16,19,647,0,1428,2200,64.91,30,0.05,0.00,3.95,0.00,64.91,0.09,0.73,0.86,29.41,0.00
3106200,BELO HORIZONTE - MG,331.354,2818,2131,129153,0,655517,1484,7727,7070,598955,2758,655517,1407613,46.57,30,0.20,0.15,9.18,0.00,46.57,0.11,0.55,0.50,42.55,0.20
3106309,BELO ORIENTE - MG,334.909,9,21,878,0,6804,30,80,33,4576,14,6804,12445,54.67,30,0.07,0.17,7.06,0.00,54.67,0.24,0.64,0.27,36.77,0.11
3106408,BELO VALE - MG,365.923,4,3,220,0,2703,3,31,16,2543,2,2703,5525,48.92,30,0.07,0.05,3.98,0.00,48.92,0.05,0.56,0.29,46.03,0.04
3106507,BERILO - MG,587.106,2,2,139,0,1775,3,31,2,2923,2,2923,4879,59.91,55,0.04,0.04,2.85,0.00,36.38,0.06,0.64,0.04,59.91,0.04
3106606,BERTÓPOLIS - MG,427.803,2,2,84,0,985,0,15,1,1620,1,1620,2710,59.78,55,0.07,0.07,3.10,0.00,36.35,0.00,0.55,0.04,59.78,0.04
3106655,BERIZAL - MG,488.756,4,0,97,0,1407,2,28,5,1187,2,1407,2732,51.50,30,0.15,0.00,3.55,0.00,51.50,0.07,1.02,0.18,43.45,0.07
3106705,BETIM - MG,343.884,316,258,30111,0,90243,220,1004,678,84638,261,90243,207729,43.44,30,0.15,0.12,14.50,0.00,43.44,0.11,0.48,0.33,40.74,0.13
3106804,BIAS FORTES - MG,283.535,1,1,60,0,1603,1,39,2,841,1,1603,2549,62.89,30,0.04,0.04,2.35,0.00,62.89,0.04,1.53,0.08,32.99,0.04
3106903,BICAS - MG,140.082,7,16,466,0,4388,7,119,64,2518,11,4388,7596,57.77,30,0.09,0.21,6.13,0.00,57.77,0.09,1.57,0.84,33.15,0.14
3107000,BIQUINHAS - MG,458.948,0,2,76,0,1023,2,319,0,323,3,1023,1748,58.52,30,0.00,0.11,4.35,0.00,58.52,0.11,18.25,0.00,18.48,0.17
3107109,BOA ESPERANÇA - MG,860.669,62,20,1219,0,12981,39,92,41,5491,24,12981,19969,65.01,30,0.31,0.10,6.10,0.00,65.01,0.20,0.46,0.21,27.50,0.12
3107208,BOCAINA DE MINAS - MG,503.77,2,2,137,0,2077,1,49,13,633,4,2077,2918,71.18,30,0.07,0.07,4.69,0.00,71.18,0.03,1.68,0.45,21.69,0.14
3107307,BOCAIÚVA - MG,3206.757,8,20,1152,0,9439,21,67,68,13752,18,13752,24545,56.03,55,0.03,0.08,4.69,0.00,38.46,0.09,0.27,0.28,56.03,0.07
3107406,BOM DESPACHO - MG,1213.546,22,38,2572,0,16966,85,153,71,5507,47,16966,25461,66.64,30,0.09,0.15,10.10,0.00,66.64,0.33,0.60,0.28,21.63,0.18
3107505,BOM JARDIM DE MINAS - MG,412.021,1,3,200,0,2039,7,69,13,1487,10,2039,3829,53.25,30,0.03,0.08,5.22,0.00,53.25,0.18,1.80,0.34,38.84,0.26
3107604,BOM JESUS DA PENHA - MG,208.349,1,2,130,0,1876,2,4,11,420,1,1876,2447,76.67,30,0.04,0.08,5.31,0.00,76.67,0.08,0.16,0.45,17.16,0.04
3107703,BOM JESUS DO AMPARO - MG,195.611,3,0,151,0,1523,2,13,4,1598,3,1598,3297,48.47,55,0.09,0.00,4.58,0.00,46.19,0.06,0.39,0.12,48.47,0.09
3107802,BOM JESUS DO GALHO - MG,592.289,5,6,497,0,3903,7,37,8,3503,7,3903,7973,48.95,30,0.06,0.08,6.23,0.00,48.95,0.09,0.46,0.10,43.94,0.09
3107901,BOM REPOUSO - MG,229.845,0,6,224,0,4874,16,27,10,1391,12,4874,6560,74.30,30,0.00,0.09,3.41,0.00,74.30,0.24,0.41,0.15,21.20,0.18
3108008,BOM SUCESSO - MG,705.046,12,12,725,0,5752,10,49,27,2895,13,5752,9495,60.58,30,0.13,0.13,7.64,0.00,60.58,0.11,0.52,0.28,30.49,0.14
3108107,BONFIM - MG,301.865,6,3,303,0,2368,5,32,15,1766,4,2368,4502,52.60,30,0.13,0.07,6.73,0.00,52.60,0.11,0.71,0.33,39.23,0.09
3108206,BONFINÓPOLIS DE MINAS - MG,1850.487,2,3,259,0,1514,2,10,2,1457,6,1514,3255,46.51,30,0.06,0.09,7.96,0.00,46.51,0.06,0.31,0.06,44.76,0.18
3108255,BONITO DE MINAS - MG,3936.455,3,6,147,0,2109,4,8,6,2696,2,2696,4981,54.13,55,0.06,0.12,2.95,0.00,42.34,0.08,0.16,0.12,54.13,0.04
3108305,BORDA DA MATA - MG,301.108,3,11,377,0,6895,9,45,32,1553,8,6895,8933,77.19,30,0.03,0.12,4.22,0.00,77.19,0.10,0.50,0.36,17.38,0.09
3108404,BOTELHOS - MG,334.089,5,6,325,0,5371,12,29,23,2660,14,5371,8445,63.60,30,0.06,0.07,3.85,0.00,63.60,0.14,0.34,0.27,31.50,0.17
3108503,BOTUMIRIM - MG,1568.884,0,5,102,0,1433,1,17,3,1770,2,1770,3333,53.11,55,0.00,0.15,3.06,0.00,42.99,0.03,0.51,0.09,53.11,0.06
3108552,BRASILÂNDIA DE MINAS - MG,2509.694,3,4,1193,0,3386,10,10,14,3383,14,3386,8017,42.24,30,0.04,0.05,14.88,0.00,42.24,0.12,0.12,0.17,42.20,0.17
3108602,BRASÍLIA DE MINAS - MG,1399.484,4,7,1019,0,6951,17,70,27,9000,8,9000,17103,52.62,55,0.02,0.04,5.96,0.00,40.64,0.10,0.41,0.16,52.62,0.05
3108701,BRÁS PIRES - MG,223.351,1,4,128,0,1533,1,20,3,1091,2,1533,2783,55.08,30,0.04,0.14,4.60,0.00,55.08,0.04,0.72,0.11,39.20,0.07
3108800,BRAÚNAS - MG,378.318,0,4,442,0,993,1,10,6,1086,3,1086,2545,42.67,55,0.00,0.16,17.37,0.00,39.02,0.04,0.39,0.24,42.67,0.12
3108909,BRAZÓPOLIS - MG,367.688,5,20,333,0,5400,11,27,23,2199,18,5400,8036,67.20,30,0.06,0.25,4.14,0.00,67.20,0.14,0.34,0.29,27.36,0.22
3109006,BRUMADINHO - MG,639.434,39,16,2063,0,8532,41,199,71,10752,33,10752,21746,49.44,55,0.18,0.07,9.49,0.00,39.23,0.19,0.92,0.33,49.44,0.15
3109105,BUENO BRANDÃO - MG,356.15,4,5,401,0,4480,7,28,23,842,5,4480,5795,77.31,30,0.07,0.09,6.92,0.00,77.31,0.12,0.48,0.40,14.53,0.09
3109204,BUENÓPOLIS - MG,1599.881,0,8,243,0,2431,1,11,6,1768,2,2431,4470,54.38,30,0.00,0.18,5.44,0.00,54.38,0.02,0.25,0.13,39.55,0.04
3109253,BUGRE - MG,161.491,0,0,175,0,1890,11,9,9,770,0,1890,2864,65.99,30,0.00,0.00,6.11,0.00,65.99,0.38,0.31,0.31,26.89,0.00
3109303,BURITIS - MG,5225.186,8,8,1602,0,7056,9,144,16,3670,15,7056,12528,56.32,30,0.06,0.06,12.79,0.00,56.32,0.07,1.15,0.13,29.29,0.12
3109402,BURITIZEIRO - MG,7218.401,15,10,815,0,7679,24,63,14,3668,9,7679,12297,62.45,30,0.12,0.08,6.63,0.00,62.45,0.20,0.51,0.11,29.83,0.07
3109451,CABECEIRA GRANDE - MG,1033.055,0,3,164,0,2544,8,14,5,872,3,2544,3613,70.41,30,0.00,0.08,4.54,0.00,70.41,0.22,0.39,0.14,24.14,0.08
3109501,CABO VERDE - MG,368.206,8,4,310,0,4339,1,13,14,1989,13,4339,6691,64.85,30,0.12,0.06,4.63,0.00,64.85,0.01,0.19,0.21,29.73,0.19
3109600,CACHOEIRA DA PRATA - MG,61.381,0,1,149,0,1528,3,11,2,861,2,1528,2557,59.76,30,0.00,0.04,5.83,0.00,59.76,0.12,0.43,0.08,33.67,0.08
3109709,CACHOEIRA DE MINAS - MG,304.243,3,4,300,0,5378,10,47,21,1088,17,5378,6868,78.31,30,0.04,0.06,4.37,0.00,78.31,0.15,0.68,0.31,15.84,0.25
3109808,CACHOEIRA DOURADA - MG,203.07,1,0,57,0,1035,1,2,5,594,0,1035,1695,61.06,30,0.06,0.00,3.36,0.00,61.06,0.06,0.12,0.29,35.04,0.00
3109907,CAETANÓPOLIS - MG,156.039,6,8,347,0,3880,11,18,12,1745,10,3880,6037,64.27,30,0.10,0.13,5.75,0.00,64.27,0.18,0.30,0.20,28.91,0.17
3110004,CAETÉ - MG,542.531,50,20,1379,0,11793,28,98,63,9478,22,11793,22931,51.43,30,0.22,0.09,6.01,0.00,51.43,0.12,0.43,0.27,41.33,0.10
3110103,CAIANA - MG,106.465,2,3,159,0,1537,6,11,4,1038,1,1537,2761,55.67,30,0.07,0.11,5.76,0.00,55.67,0.22,0.40,0.14,37.60,0.04
3110202,CAJURI - MG,83.03799999999998,0,3,104,0,1452,3,16,3,1434,1,1452,3016,48.14,30,0.00,0.10,3.45,0.00,48.14,0.10,0.53,0.10,47.55,0.03
3110301,CALDAS - MG,711.414,5,2,297,0,5614,6,27,33,1374,5,5614,7363,76.25,30,0.07,0.03,4.03,0.00,76.25,0.08,0.37,0.45,18.66,0.07
3110400,CAMACHO - MG,223.001,1,2,84,0,1247,2,2,2,761,2,1247,2103,59.30,30,0.05,0.10,3.99,0.00,59.30,0.10,0.10,0.10,36.19,0.10
3110509,CAMANDUCAIA - MG,528.688,2,17,621,0,8059,14,44,54,2377,14,8059,11202,71.94,30,0.02,0.15,5.54,0.00,71.94,0.12,0.39,0.48,21.22,0.12
3110608,CAMBUÍ - MG,244.567,7,23,628,0,10273,13,57,116,3055,26,10273,14198,72.36,30,0.05,0.16,4.42,0.00,72.36,0.09,0.40,0.82,21.52,0.18
3110707,CAMBUQUIRA - MG,246.38,7,18,429,0,4046,9,50,27,1887,18,4046,6491,62.33,30,0.11,0.28,6.61,0.00,62.33,0.14,0.77,0.42,29.07,0.28
3110806,CAMPANÁRIO - MG,442.398,0,2,70,0,989,1,3,3,906,1,989,1975,50.08,30,0.00,0.10,3.54,0.00,50.08,0.05,0.15,0.15,45.87,0.05
