CD_MUN,MUN,AREA_KM2,16,21,22,29,30,35,45,50,55,80,vencedor_votacao,total,% VOTACAO,vencedor,% 16,% 21,% 22,% 29,% 30,% 35,% 45,% 50,% 55,% 80
3159209,SANTA RITA DE CALDAS - MG,503.011,5,7,256,0,3838,3,14,6,957,5,3838,5091,75.39,30,0.10,0.14,5.03,0.00,75.39,0.06,0.27,0.12,18.80,0.10
3159308,SANTA RITA DE JACUTINGA - MG,420.94,1,2,148,0,1607,0,44,7,1147,1,1607,2957,54.35,30,0.03,0.07,5.01,0.00,54.35,0.00,1.49,0.24,38.79,0.03
3159357,SANTA RITA DE MINAS - MG,68.153,7,5,232,0,2538,6,22,12,963,5,2538,3790,66.97,30,0.18,0.13,6.12,0.00,66.97,0.16,0.58,0.32,25.41,0.13
3159407,SANTA RITA DE IBITIPOCA - MG,324.234,2,0,51,0,1529,2,24,5,640,2,1529,2255,67.80,30,0.09,0.00,2.26,0.00,67.80,0.09,1.06,0.22,28.38,0.09
3159506,SANTA RITA DO ITUETO - MG,485.081,1,1,181,0,2243,6,5,10,847,1,2243,3295,68.07,30,0.03,0.03,5.49,0.00,68.07,0.18,0.15,0.30,25.71,0.03
3159605,SANTA RITA DO SAPUCAÍ - MG,352.969,15,44,922,0,18078,53,112,94,2527,40,18078,21885,82.60,30,0.07,0.20,4.21,0.00,82.60,0.24,0.51,0.43,11.55,0.18
3159704,SANTA ROSA DA SERRA - MG,284.334,0,2,109,0,1555,5,3,2,489,0,1555,2165,71.82,30,0.00,0.09,5.03,0.00,71.82,0.23,0.14,0.09,22.59,0.00
3159803,SANTA VITÓRIA - MG,2998.364,11,6,497,0,6445,21,37,28,4549,13,6445,11607,55.53,30,0.09,0.05,4.28,0.00,55.53,0.18,0.32,0.24,39.19,0.11
3159902,SANTO ANTÔNIO DO AMPARO - MG,488.885,2,8,398,0,4656,9,62,14,3398,12,4656,8559,54.40,30,0.02,0.09,4.65,0.00,54.40,0.11,0.72,0.16,39.70,0.14
3160009,SANTO ANTÔNIO DO AVENTUREIRO - MG,202.032,0,1,94,0,1768,2,48,2,581,1,1768,2497,70.80,30,0.00,0.04,3.76,0.00,70.80,0.08,1.92,0.08,23.27,0.04
3160108,SANTO ANTÔNIO DO GRAMA - MG,130.213,0,3,88,0,774,2,54,3,1650,2,1650,2576,64.05,55,0.00,0.12,3.42,0.00,30.05,0.08,2.10,0.12,64.05,0.08
3160207,SANTO ANTÔNIO DO ITAMBÉ - MG,305.737,0,2,61,0,833,0,6,5,888,0,888,1795,49.47,55,0.00,0.11,3.40,0.00,46.41,0.00,0.33,0.28,49.47,0.00
3160306,SANTO ANTÔNIO DO JACINTO - MG,503.706,3,10,437,0,2501,3,34,2,2398,11,2501,5399,46.32,30,0.06,0.19,8.09,0.00,46.32,0.06,0.63,0.04,44.42,0.20
3160405,SANTO ANTÔNIO DO MONTE - MG,1125.78,0,7,760,0,11676,9,34,25,1915,12,11676,14438,80.87,30,0.00,0.05,5.26,0.00,80.87,0.06,0.24,0.17,13.26,0.08
3160454,SANTO ANTÔNIO DO RETIRO - MG,796.2899999999998,1,5,216,0,2035,8,19,8,1604,1,2035,3897,52.22,30,0.03,0.13,5.54,0.00,52.22,0.21,0.49,0.21,41.16,0.03
3160504,SANTO ANTÔNIO DO RIO ABAIXO - MG,107.269,0,1,49,0,674,5,28,2,541,1,674,1301,51.81,30,0.00,0.08,3.77,0.00,51.81,0.38,2.15,0.15,41.58,0.08
3160603,SANTO HIPÓLITO - MG,430.656,1,1,73,0,874,7,12,2,847,0,874,1817,48.10,30,0.06,0.06,4.02,0.00,48.10,0.39,0.66,0.11,46.62,0.00
3160702,SANTOS DUMONT - MG,637.373,19,51,1387,0,12230,52,193,299,10057,37,12230,24325,50.28,30,0.08,0.21,5.70,0.00,50.28,0.21,0.79,1.23,41.34,0.15
3160801,SÃO BENTO ABADE - MG,80.403,4,8,142,0,1728,1,11,9,860,1,1728,2764,62.52,30,0.14,0.29,5.14,0.00,62.52,0.04,0.40,0.33,31.11,0.04
3160900,SÃO BRÁS DO SUAÇUÍ - MG,110.019,1,6,73,0,1045,1,11,17,1088,1,1088,2243,48.51,55,0.04,0.27,3.25,0.00,46.59,0.04,0.49,0.76,48.51,0.04
3160959,SÃO DOMINGOS DAS DORES - MG,60.865,0,2,163,0,2336,2,18,3,1098,1,2336,3623,64.48,30,0.00,0.06,4.50,0.00,64.48,0.06,0.50,0.08,30.31,0.03
3161007,SÃO DOMINGOS DO PRATA - MG,743.768,7,6,392,0,4005,6,40,15,4845,3,4845,9319,51.99,55,0.08,0.06,4.21,0.00,42.98,0.06,0.43,0.16,51.99,0.03
3161056,SÃO FÉLIX DE MINAS - MG,162.56,1,0,108,0,1311,2,12,1,700,0,1311,2135,61.41,30,0.05,0.00,5.06,0.00,61.41,0.09,0.56,0.05,32.79,0.00
3161106,SÃO FRANCISCO - MG,3308.1,10,10,1240,0,14288,25,59,29,10054,6,14288,25721,55.55,30,0.04,0.04,4.82,0.00,55.55,0.10,0.23,0.11,39.09,0.02
3161205,SÃO FRANCISCO DE PAULA - MG,316.822,3,3,189,0,2262,2,29,9,1633,4,2262,4134,54.72,30,0.07,0.07,4.57,0.00,54.72,0.05,0.70,0.22,39.50,0.10
3161304,SÃO FRANCISCO DE SALES - MG,1128.864,1,0,62,0,1704,2,8,16,1480,2,1704,3275,52.03,30,0.03,0.00,1.89,0.00,52.03,0.06,0.24,0.49,45.19,0.06
3161403,SÃO FRANCISCO DO GLÓRIA - MG,164.613,0,0,123,0,1502,3,27,5,1326,2,1502,2988,50.27,30,0.00,0.00,4.12,0.00,50.27,0.10,0.90,0.17,44.38,0.07
3161502,SÃO GERALDO - MG,185.578,3,0,165,0,2225,9,27,6,2288,8,2288,4731,48.36,55,0.06,0.00,3.49,0.00,47.03,0.19,0.57,0.13,48.36,0.17
3161601,SÃO GERALDO DA PIEDADE - MG,152.336,2,8,85,0,1265,3,6,0,689,0,1265,2058,61.47,30,0.10,0.39,4.13,0.00,61.47,0.15,0.29,0.00,33.48,0.00
3161650,SÃO GERALDO DO BAIXIO - MG,280.954,0,1,100,0,1390,4,7,1,572,0,1390,2075,66.99,30,0.00,0.05,4.82,0.00,66.99,0.19,0.34,0.05,27.57,0.00
3161700,SÃO GONÇALO DO ABAETÉ - MG,2692.545,4,4,477,0,2009,6,9,6,1079,4,2009,3598,55.84,30,0.11,0.11,13.26,0.00,55.84,0.17,0.25,0.17,29.99,0.11
3161809,SÃO GONÇALO DO PARÁ - MG,265.73,5,5,401,0,3821,8,22,18,1642,6,3821,5928,64.46,30,0.08,0.08,6.76,0.00,64.46,0.13,0.37,0.30,27.70,0.10
3161908,SÃO GONÇALO DO RIO ABAIXO - MG,363.828,5,6,361,0,3536,12,46,12,3461,10,3536,7449,47.47,30,0.07,0.08,4.85,0.00,47.47,0.16,0.62,0.16,46.46,0.13
3162005,SÃO GONÇALO DO SAPUCAÍ - MG,516.683,22,19,561,0,8019,22,77,33,3451,23,8019,12227,65.58,30,0.18,0.16,4.59,0.00,65.58,0.18,0.63,0.27,28.22,0.19
3162104,SÃO GOTARDO - MG,866.087,15,13,1020,0,12803,32,55,30,3429,16,12803,17413,73.53,30,0.09,0.07,5.86,0.00,73.53,0.18,0.32,0.17,19.69,0.09
3162203,SÃO JOÃO BATISTA DO GLÓRIA - MG,547.908,5,8,210,0,3241,6,9,4,796,5,3241,4284,75.65,30,0.12,0.19,4.90,0.00,75.65,0.14,0.21,0.09,18.58,0.12
3162252,SÃO JOÃO DA LAGOA - MG,998.015,1,0,128,0,1618,0,9,3,1469,2,1618,3230,50.09,30,0.03,0.00,3.96,0.00,50.09,0.00,0.28,0.09,45.48,0.06
3162302,SÃO JOÃO DA MATA - MG,120.536,1,0,114,0,1504,2,7,9,438,3,1504,2078,72.38,30,0.05,0.00,5.49,0.00,72.38,0.10,0.34,0.43,21.08,0.14
3162401,SÃO JOÃO DA PONTE - MG,1851.102,4,7,412,0,4700,12,21,6,7863,3,7863,13028,60.35,55,0.03,0.05,3.16,0.00,36.08,0.09,0.16,0.05,60.35,0.02
3162450,SÃO JOÃO DAS MISSÕES - MG,678.274,2,2,208,0,2091,1,18,38,3778,2,3778,6140,61.53,55,0.03,0.03,3.39,0.00,34.06,0.02,0.29,0.62,61.53,0.03
3162500,SÃO JOÃO DEL REI - MG,1452.002,245,101,4013,0,26765,63,497,363,14908,127,26765,47082,56.85,30,0.52,0.21,8.52,0.00,56.85,0.13,1.06,0.77,31.66,0.27
3162559,SÃO JOÃO DO MANHUAÇU - MG,143.096,1,2,348,0,3817,8,25,6,2426,2,3817,6635,57.53,30,0.02,0.03,5.24,0.00,57.53,0.12,0.38,0.09,36.56,0.03
3162575,SÃO JOÃO DO MANTENINHA - MG,137.928,1,1,141,0,1968,2,30,3,1184,1,1968,3331,59.08,30,0.03,0.03,4.23,0.00,59.08,0.06,0.90,0.09,35.54,0.03
3162609,SÃO JOÃO DO ORIENTE - MG,120.122,5,4,257,0,2173,8,26,13,2047,1,2173,4534,47.93,30,0.11,0.09,5.67,0.00,47.93,0.18,0.57,0.29,45.15,0.02
3162658,SÃO JOÃO DO PACUÍ - MG,415.922,0,1,151,0,1150,2,7,1,1236,0,1236,2548,48.51,55,0.00,0.04,5.93,0.00,45.13,0.08,0.27,0.04,48.51,0.00
3162708,SÃO JOÃO DO PARAÍSO - MG,1925.575,6,15,879,0,5608,19,82,10,3398,13,5608,10030,55.91,30,0.06,0.15,8.76,0.00,55.91,0.19,0.82,0.10,33.88,0.13
3162807,SÃO JOÃO EVANGELISTA - MG,478.183,5,7,261,0,3303,8,30,8,4047,10,4047,7679,52.70,55,0.07,0.09,3.40,0.00,43.01,0.10,0.39,0.10,52.70,0.13
3162906,SÃO JOÃO NEPOMUCENO - MG,407.427,9,25,667,0,8938,16,213,108,3729,29,8938,13734,65.08,30,0.07,0.18,4.86,0.00,65.08,0.12,1.55,0.79,27.15,0.21
3162922,SÃO JOAQUIM DE BICAS - MG,71.758,16,11,1786,0,5868,19,63,32,6367,14,6367,14176,44.91,55,0.11,0.08,12.60,0.00,41.39,0.13,0.44,0.23,44.91,0.10
3162948,SÃO JOSÉ DA BARRA - MG,308.319,4,6,160,0,2984,8,19,17,1269,9,2984,4476,66.67,30,0.09,0.13,3.57,0.00,66.67,0.18,0.42,0.38,28.35,0.20
3162955,SÃO JOSÉ DA LAPA - MG,47.93,23,11,2033,0,6581,5,44,41,5438,18,6581,14194,46.36,30,0.16,0.08,14.32,0.00,46.36,0.04,0.31,0.29,38.31,0.13
3163003,SÃO JOSÉ DA SAFIRA - MG,213.881,0,7,135,0,1208,5,30,1,1007,1,1208,2394,50.46,30,0.00,0.29,5.64,0.00,50.46,0.21,1.25,0.04,42.06,0.04
3163102,SÃO JOSÉ DA VARGINHA - MG,205.501,2,0,151,0,1553,3,5,10,797,3,1553,2524,61.53,30,0.08,0.00,5.98,0.00,61.53,0.12,0.20,0.40,31.58,0.12
3163201,SÃO JOSÉ DO ALEGRE - MG,88.79399999999998,5,3,162,0,1765,2,6,6,470,3,1765,2422,72.87,30,0.21,0.12,6.69,0.00,72.87,0.08,0.25,0.25,19.41,0.12
3163300,SÃO JOSÉ DO DIVINO - MG,328.704,0,2,133,0,1543,3,5,3,453,1,1543,2143,72.00,30,0.00,0.09,6.21,0.00,72.00,0.14,0.23,0.14,21.14,0.05
3163409,SÃO JOSÉ DO GOIABAL - MG,189.578,4,1,145,0,1091,0,10,9,1630,7,1630,2897,56.27,55,0.14,0.03,5.01,0.00,37.66,0.00,0.35,0.31,56.27,0.24
3163508,SÃO JOSÉ DO JACURI - MG,345.146,6,2,111,0,1752,1,16,4,1269,5,1752,3166,55.34,30,0.19,0.06,3.51,0.00,55.34,0.03,0.51,0.13,40.08,0.16
3163607,SÃO JOSÉ DO MANTIMENTO - MG,54.701,2,2,88,0,1089,4,17,0,743,0,1089,1945,55.99,30,0.10,0.10,4.52,0.00,55.99,0.21,0.87,0.00,38.20,0.00
3163706,SÃO LOURENÇO - MG,58.019,13,43,2043,0,16548,32,85,152,4623,58,16548,23597,70.13,30,0.06,0.18,8.66,0.00,70.13,0.14,0.36,0.64,19.59,0.25
3163805,SÃO MIGUEL DO ANTA - MG,152.111,0,5,128,0,1959,1,32,9,1910,2,1959,4046,48.42,30,0.00,0.12,3.16,0.00,48.42,0.02,0.79,0.22,47.21,0.05
3163904,SÃO PEDRO DA UNIÃO - MG,260.827,2,2,129,0,1925,4,28,4,717,1,1925,2812,68.46,30,0.07,0.07,4.59,0.00,68.46,0.14,1.00,0.14,25.50,0.04
3164001,SÃO PEDRO DOS FERROS - MG,402.739,2,5,141,0,1442,2,14,11,2273,1,2273,3891,58.42,55,0.05,0.13,3.62,0.00,37.06,0.05,0.36,0.28,58.42,0.03
3164100,SÃO PEDRO DO SUAÇUÍ - MG,308.106,2,1,122,0,1718,0,15,4,1177,7,1718,3046,56.40,30,0.07,0.03,4.01,0.00,56.40,0.00,0.49,0.13,38.64,0.23
3164209,SÃO ROMÃO - MG,2434.004,1,4,188,0,1614,6,10,2,2184,0,2184,4009,54.48,55,0.02,0.10,4.69,0.00,40.26,0.15,0.25,0.05,54.48,0.00
3164308,SÃO ROQUE DE MINAS - MG,2098.867,3,2,308,0,2979,10,8,5,553,1,2979,3869,77.00,30,0.08,0.05,7.96,0.00,77.00,0.26,0.21,0.13,14.29,0.03
3164407,SÃO SEBASTIÃO DA BELA VISTA - MG,167.428,9,2,148,0,3301,0,12,4,538,1,3301,4015,82.22,30,0.22,0.05,3.69,0.00,82.22,0.00,0.30,0.10,13.40,0.02
3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE - MG,73.629,0,1,65,0,1292,2,11,1,620,2,1292,1994,64.79,30,0.00,0.05,3.26,0.00,64.79,0.10,0.55,0.05,31.09,0.10
3164472,SÃO SEBASTIÃO DO ANTA - MG,80.61799999999998,2,0,177,0,1972,9,26,3,1191,2,1972,3382,58.31,30,0.06,0.00,5.23,0.00,58.31,0.27,0.77,0.09,35.22,0.06
3164506,SÃO SEBASTIÃO DO MARANHÃO - MG,517.83,1,7,328,0,2548,5,21,8,1861,4,2548,4783,53.27,30,0.02,0.15,6.86,0.00,53.27,0.10,0.44,0.17,38.91,0.08
3164605,SÃO SEBASTIÃO DO OESTE - MG,408.09,10,5,262,0,3026,2,22,5,1108,4,3026,4444,68.09,30,0.23,0.11,5.90,0.00,68.09,0.05,0.50,0.11,24.93,0.09
3164704,SÃO SEBASTIÃO DO PARAÍSO - MG,814.9249999999998,31,71,1552,0,23653,69,138,179,6782,99,23653,32574,72.61,30,0.10,0.22,4.76,0.00,72.61,0.21,0.42,0.55,20.82,0.30
3164803,SÃO SEBASTIÃO DO RIO PRETO - MG,128.002,0,1,68,0,752,1,8,4,358,1,752,1193,63.03,30,0.00,0.08,5.70,0.00,63.03,0.08,0.67,0.34,30.01,0.08
3164902,SÃO SEBASTIÃO DO RIO VERDE - MG,90.84800000000001,1,1,78,0,1043,6,1,2,385,0,1043,1517,68.75,30,0.07,0.07,5.14,0.00,68.75,0.40,0.07,0.13,25.38,0.00
3165008,SÃO TIAGO - MG,572.4,9,3,375,0,3303,11,76,25,2130,3,3303,5935,55.65,30,0.15,0.05,6.32,0.00,55.65,0.19,1.28,0.42,35.89,0.05
3165107,SÃO TOMÁS DE AQUINO - MG,277.928,2,6,156,0,2901,12,15,6,782,5,2901,3885,74.67,30,0.05,0.15,4.02,0.00,74.67,0.31,0.39,0.15,20.13,0.13
3165206,SÃO TOMÉ DAS LETRAS - MG,369.747,4,1,109,0,1499,5,16,55,1557,13,1557,3259,47.78,55,0.12,0.03,3.34,0.00,46.00,0.15,0.49,1.69,47.78,0.40
3165305,SÃO VICENTE DE MINAS - MG,392.651,1,4,123,0,2429,2,398,4,810,2,2429,3773,64.38,30,0.03,0.11,3.26,0.00,64.38,0.05,10.55,0.11,21.47,0.05
3165404,SAPUCAÍ-MIRIM - MG,285.073,1,3,153,0,2819,2,37,24,654,4,2819,3697,76.25,30,0.03,0.08,4.14,0.00,76.25,0.05,1.00,0.65,17.69,0.11
3165503,SARDOÁ - MG,141.904,0,1,159,0,1340,5,17,12,1022,0,1340,2556,52.43,30,0.00,0.04,6.22,0.00,52.43,0.20,0.67,0.47,39.98,0.00
3165537,SARZEDO - MG,62.134,32,11,2343,0,8779,30,54,31,6239,18,8779,17537,50.06,30,0.18,0.06,13.36,0.00,50.06,0.17,0.31,0.18,35.58,0.10
3165552,SETUBINHA - MG,534.655,1,5,141,0,1888,4,46,8,2649,3,2649,4745,55.83,55,0.02,0.11,2.97,0.00,39.79,0.08,0.97,0.17,55.83,0.06
3165560,SEM-PEIXE - MG,176.634,2,0,69,0,923,1,24,3,1293,4,1293,2319,55.76,55,0.09,0.00,2.98,0.00,39.80,0.04,1.03,0.13,55.76,0.17
3165578,SENADOR AMARAL - MG,151.097,0,2,195,0,2540,3,8,6,1088,0,2540,3842,66.11,30,0.00,0.05,5.08,0.00,66.11,0.08,0.21,0.16,28.32,0.00
3165602,SENADOR CORTES - MG,98.33600000000001,2,1,76,0,1267,1,40,3,339,2,1267,1731,73.19,30,0.12,0.06,4.39,0.00,73.19,0.06,2.31,0.17,19.58,0.12
3165701,SENADOR FIRMINO - MG,166.495,1,2,126,0,2085,3,27,14,2090,8,2090,4356,47.98,55,0.02,0.05,2.89,0.00,47.87,0.07,0.62,0.32,47.98,0.18
3165800,SENADOR JOSÉ BENTO - MG,93.892,0,1,71,0,1238,2,4,2,287,0,1238,1605,77.13,30,0.00,0.06,4.42,0.00,77.13,0.12,0.25,0.12,17.88,0.00
3165909,SENADOR MODESTINO GONÇALVES - MG,952.055,0,0,85,0,1239,3,14,4,1202,0,1239,2547,48.65,30,0.00,0.00,3.34,0.00,48.65,0.12,0.55,0.16,47.19,0.00
3166006,SENHORA DE OLIVEIRA - MG,170.749,3,2,134,0,1128,3,21,9,2331,2,2331,3633,64.16,55,0.08,0.06,3.69,0.00,31.05,0.08,0.58,0.25,64.16,0.06
3166105,SENHORA DO PORTO - MG,381.328,0,1,65,0,1081,3,11,2,724,2,1081,1889,57.23,30,0.00,0.05,3.44,0.00,57.23,0.16,0.58,0.11,38.33,0.11
3166204,SENHORA DOS REMÉDIOS - MG,237.815,10,7,275,0,2820,10,54,18,2384,7,2820,5585,50.49,30,0.18,0.13,4.92,0.00,50.49,0.18,0.97,0.32,42.69,0.13
3166303,SERICITA - MG,166.012,1,5,279,0,2922,3,20,6,1402,1,2922,4639,62.99,30,0.02,0.11,6.01,0.00,62.99,0.06,0.43,0.13,30.22,0.02
3166402,SERITINGA - MG,114.769,1,3,60,0,635,3,31,10,522,0,635,1265,50.20,30,0.08,0.24,4.74,0.00,50.20,0.24,2.45,0.79,41.26,0.00
3166501,SERRA AZUL DE MINAS - MG,218.595,0,2,48,0,1100,2,9,2,686,0,1100,1849,59.49,30,0.00,0.11,2.60,0.00,59.49,0.11,0.49,0.11,37.10,0.00
3166600,SERRA DA SAUDADE - MG,335.659,0,1,29,0,706,0,4,1,114,0,706,855,82.57,30,0.00,0.12,3.39,0.00,82.57,0.00,0.47,0.12,13.33,0.00
3166709,SERRA DOS AIMORÉS - MG,213.574,0,2,150,0,2087,1,11,1,1388,4,2087,3644,57.27,30,0.00,0.05,4.12,0.00,57.27,0.03,0.30,0.03,38.09,0.11
3166808,SERRA DO SALITRE - MG,1295.272,2,5,399,0,4011,14,35,18,1636,3,4011,6123,65.51,30,0.03,0.08,6.52,0.00,65.51,0.23,0.57,0.29,26.72,0.05
3166907,SERRANIA - MG,209.27,0,4,137,0,2894,2,24,10,1207,4,2894,4282,67.59,30,0.00,0.09,3.20,0.00,67.59,0.05,0.56,0.23,28.19,0.09
3166956,SERRANÓPOLIS DE MINAS - MG,551.954,2,2,110,0,946,2,6,1,1583,1,1583,2653,59.67,55,0.08,0.08,4.15,0.00,35.66,0.08,0.23,0.04,59.67,0.04
3167004,SERRANOS - MG,213.173,0,1,45,0,979,1,26,5,377,0,979,1434,68.27,30,0.00,0.07,3.14,0.00,68.27,0.07,1.81,0.35,26.29,0.00
3167103,SERRO - MG,1217.813,1,8,747,0,3495,8,56,22,5165,12,5165,9514,54.29,55,0.01,0.08,7.85,0.00,36.74,0.08,0.59,0.23,54.29,0.13
3167202,SETE LAGOAS - MG,536.928,148,139,11910,0,64695,174,595,310,37990,139,64695,116100,55.72,30,0.13,0.12,10.26,0.00,55.72,0.15,0.51,0.27,32.72,0.12
3167301,SILVEIRÂNIA - MG,157.456,2,0,81,0,772,3,25,9,1037,0,1037,1929,53.76,55,0.10,0.00,4.20,0.00,40.02,0.16,1.30,0.47,53.76,0.00
3167400,SILVIANÓPOLIS - MG,312.166,0,1,139,0,2674,5,11,7,494,4,2674,3335,80.18,30,0.00,0.03,4.17,0.00,80.18,0.15,0.33,0.21,14.81,0.12
3167509,SIMÃO PEREIRA - MG,135.689,0,0,87,0,1734,0,15,8,421,1,1734,2266,76.52,30,0.00,0.00,3.84,0.00,76.52,0.00,0.66,0.35,18.58,0.04
3167608,SIMONÉSIA - MG,486.543,12,13,536,0,5755,9,54,16,3740,4,5755,10139,56.76,30,0.12,0.13,5.29,0.00,56.76,0.09,0.53,0.16,36.89,0.04
3167707,SOBRÁLIA - MG,206.787,1,1,1337,0,773,0,5,2,662,0,1337,2781,48.08,22,0.04,0.04,48.08,0.00,27.80,0.00,0.18,0.07,23.80,0.00
3167806,SOLEDADE DE MINAS - MG,196.866,1,5,250,0,2396,6,17,27,782,7,2396,3491,68.63,30,0.03,0.14,7.16,0.00,68.63,0.17,0.49,0.77,22.40,0.20
3167905,TABULEIRO - MG,211.084,0,2,101,0,1663,4,37,11,851,2,1663,2671,62.26,30,0.00,0.07,3.78,0.00,62.26,0.15,1.39,0.41,31.86,0.07
3168002,TAIOBEIRAS - MG,1220.046,12,26,1067,0,12063,18,89,29,4128,15,12063,17447,69.14,30,0.07,0.15,6.12,0.00,69.14,0.10,0.51,0.17,23.66,0.09
3168051,TAPARUBA - MG,193.082,0,1,141,0,1200,2,21,6,1080,1,1200,2452,48.94,30,0.00,0.04,5.75,0.00,48.94,0.08,0.86,0.24,44.05,0.04
3168101,TAPIRA - MG,1179.248,0,2,120,0,2954,3,6,10,282,1,2954,3378,87.45,30,0.00,0.06,3.55,0.00,87.45,0.09,0.18,0.30,8.35,0.03
3168200,TAPIRAÍ - MG,407.92,1,1,35,0,981,0,1,1,348,0,981,1368,71.71,30,0.07,0.07,2.56,0.00,71.71,0.00,0.07,0.07,25.44,0.00
3168309,TAQUARAÇU DE MINAS - MG,329.287,2,4,235,0,1930,1,13,3,1067,2,1930,3257,59.26,30,0.06,0.12,7.22,0.00,59.26,0.03,0.40,0.09,32.76,0.06
3168408,TARUMIRIM - MG,731.753,5,3,376,0,3117,8,51,7,2931,7,3117,6505,47.92,30,0.08,0.05,5.78,0.00,47.92,0.12,0.78,0.11,45.06,0.11
3168507,TEIXEIRAS - MG,166.735,2,11,280,0,3082,9,34,21,3313,5,3313,6757,49.03,55,0.03,0.16,4.14,0.00,45.61,0.13,0.50,0.31,49.03,0.07
3168606,TEÓFILO OTONI - MG,3242.27,40,63,4613,0,35777,195,373,170,24558,85,35777,65874,54.31,30,0.06,0.10,7.00,0.00,54.31,0.30,0.57,0.26,37.28,0.13
3168705,TIMÓTEO - MG,144.381,40,93,2947,0,25460,85,155,146,12041,75,25460,41042,62.03,30,0.10,0.23,7.18,0.00,62.03,0.21,0.38,0.36,29.34,0.18
3168804,TIRADENTES - MG,83.04699999999998,7,4,278,0,2723,4,92,34,1668,15,2723,4825,56.44,30,0.15,0.08,5.76,0.00,56.44,0.08,1.91,0.70,34.57,0.31
3168903,TIROS - MG,2091.774,0,1,198,0,3023,8,13,1,598,5,3023,3847,78.58,30,0.00,0.03,5.15,0.00,78.58,0.21,0.34,0.03,15.54,0.13
3169000,TOCANTINS - MG,173.866,1,7,517,0,5006,5,95,32,3278,21,5006,8962,55.86,30,0.01,0.08,5.77,0.00,55.86,0.06,1.06,0.36,36.58,0.23
3169059,TOCOS DO MOJI - MG,114.705,0,0,48,0,2270,1,11,4,569,1,2270,2904,78.17,30,0.00,0.00,1.65,0.00,78.17,0.03,0.38,0.14,19.59,0.03
3169109,TOLEDO - MG,136.776,0,0,214,0,3348,4,31,10,647,1,3348,4255,78.68,30,0.00,0.00,5.03,0.00,78.68,0.09,0.73,0.24,15.21,0.02
3169208,TOMBOS - MG,285.124,0,1,221,0,2425,7,6,22,2067,3,2425,4752,51.03,30,0.00,0.02,4.65,0.00,51.03,0.15,0.13,0.46,43.50,0.06
3169307,TRÊS CORAÇÕES - MG,828.038,50,64,3004,0,25800,65,241,200,6811,93,25800,36328,71.02,30,0.14,0.18,8.27,0.00,71.02,0.18,0.66,0.55,18.75,0.26
3169356,TRÊS MARIAS - MG,2678.253,10,7,933,0,9911,24,64,32,4812,17,9911,15810,62.69,30,0.06,0.04,5.90,0.00,62.69,0.15,0.40,0.20,30.44,0.11
3169406,TRÊS PONTAS - MG,689.794,76,29,1515,0,21652,54,136,176,7503,47,21652,31188,69.42,30,0.24,0.09,4.86,0.00,69.42,0.17,0.44,0.56,24.06,0.15
3169505,TUMIRITINGA - MG,500.073,1,3,224,0,1600,6,10,3,1601,0,1601,3448,46.43,55,0.03,0.09,6.50,0.00,46.40,0.17,0.29,0.09,46.43,0.00
3169604,TUPACIGUARA - MG,1822.53,12,12,615,0,7258,14,81,57,5045,10,7258,13104,55.39,30,0.09,0.09,4.69,0.00,55.39,0.11,0.62,0.43,38.50,0.08
3169703,TURMALINA - MG,1153.111,2,6,260,0,4735,12,186,10,5429,7,5429,10647,50.99,55,0.02,0.06,2.44,0.00,44.47,0.11,1.75,0.09,50.99,0.07
3169802,TURVOLÂNDIA - MG,221.0,2,6,92,0,2117,1,12,3,822,7,2117,3062,69.14,30,0.07,0.20,3.00,0.00,69.14,0.03,0.39,0.10,26.85,0.23
3169901,UBÁ - MG,407.452,45,45,2482,0,30717,100,400,202,14474,73,30717,48538,63.28,30,0.09,0.09,5.11,0.00,63.28,0.21,0.82,0.42,29.82,0.15
3170008,UBAÍ - MG,820.524,3,6,335,0,2725,5,9,6,2843,3,2843,5935,47.90,55,0.05,0.10,5.64,0.00,45.91,0.08,0.15,0.10,47.90,0.05
3170057,UBAPORANGA - MG,189.045,2,6,483,0,4282,45,20,13,2094,8,4282,6953,61.58,30,0.03,0.09,6.95,0.00,61.58,0.65,0.29,0.19,30.12,0.12
3170107,UBERABA - MG,4523.957,236,348,8063,0,109719,739,755,1021,37114,385,109719,158380,69.28,30,0.15,0.22,5.09,0.00,69.28,0.47,0.48,0.64,23.43,0.24
3170206,UBERLÂNDIA - MG,4115.206,434,602,15982,0,244636,499,1479,2845,90634,839,244636,357950,68.34,30,0.12,0.17,4.46,0.00,68.34,0.14,0.41,0.79,25.32,0.23
3170305,UMBURATIBA - MG,405.834,0,2,38,0,478,1,8,3,1073,2,1073,1605,66.85,55,0.00,0.12,2.37,0.00,29.78,0.06,0.50,0.19,66.85,0.12
3170404,UNAÍ - MG,8445.432,22,27,3500,0,29839,56,187,72,9020,45,29839,42768,69.77,30,0.05,0.06,8.18,0.00,69.77,0.13,0.44,0.17,21.09,0.11
3170438,UNIÃO DE MINAS - MG,1147.407,0,2,67,0,1129,4,5,1,994,1,1129,2203,51.25,30,0.00,0.09,3.04,0.00,51.25,0.18,0.23,0.05,45.12,0.05
3170479,URUANA DE MINAS - MG,598.221,0,2,438,0,1277,0,39,4,573,0,1277,2333,54.74,30,0.00,0.09,18.77,0.00,54.74,0.00,1.67,0.17,24.56,0.00
